graceid,ifos,end_time,end_time_ns,mass,mchirp,minimum_duration,snr,far,ifar,log_ifar
G361065,"H1,L1",1263816605.0,112792968.0,98.30152130127,10.241739273071,9.7615670173428,6.742175225434,0.0001818278251448,5499.708304839,8.612450334330312
G346373,"H1,L1",1249042730.0,469726562.0,35.838424682617,10.596380233765,8.3407889133775,6.7151665687561,8.4611616330221e-05,11818.708155830687,9.377438991910235
G333183,"H1,L1,V1",1242137837.0,103515625.0,3.460324048996,1.4778891801834,249.30998977698,7.0602474212647,9.5860807050485e-05,10431.791998927683,9.252613345214556
G337045,"H1,L1",1245456175.0,16113281.0,5.0485968589783,1.9838209152222,169.18319436146,5.9311566352844,0.0002511023485567,3982.4398527042704,8.289649938771037
G356932,"H1,L1",1259942572.0,116210938.0,14.810727119446,6.1191983222961,26.558417995127,9.4422725657114,5.483584573085e-06,182362.46503943528,12.113751551670957
G332075,"H1,L1,V1",1241641451.0,505859375.0,2.9839239120483,1.2939629554748,312.91435798168,9.8130578994751,0.000241437490331,4141.858824944723,8.328899957585364
G334086,"H1,L1",1242770717.0,202636719.0,5.0390405654907,2.1547873020172,145.31741176249,8.1230182647705,7.8337390732486e-05,12765.296248057271,9.454485537244691
G345057,"H1,L1",1248133312.0,185058594.0,8.3319759368896,3.5001564025879,65.867002078551,8.4683704376221,9.1467634774745e-05,10932.82889037936,9.299525366564673
G209824,L1H1,1134776641.0,218750000.0,6.7610607147217,2.1293742656708,22.839605464622,17.730093002319,8.842990064295e-05,11308.392214955224,9.33330040294449
G209940,L1H1,1134780860.0,802734375.0,8.4276809692383,2.718647480011,15.678555844432,14.337424278259,7.0952701207716e-05,14093.896116406791,9.553497083092582
G344635,"H1,L1",1247605525.0,142089844.0,16.298667907715,3.1772465705872,71.334341555585,6.5001916885376,0.0002635699347592,3794.059443514557,8.24119181814095
G346664,"H1,L1",1249361483.0,12207031.0,91.317916870117,11.241991996765,10.621561097945,7.2560138702393,7.7893200796098e-05,12838.090998695923,9.460171890076538
